,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18
40,16.44103166745904,-142.41960819763278,76.3417002591288,34.126069953579375,0.40600549010392245,164.59374274375088,251.41579622207047,255.19025196473925,260.31288005553733,-48.365876542753526,311.98729119145634,-43.88665679409465,-114.4459222953914,253.35550369772406,-190.09436729220778,59.87898904852807,175.16740036799175,-131.4684157239489
41,-26.314286226776733,-149.61049430849653,112.7208105651787,60.78309071585248,15.598881043433503,163.04603976768544,290.8628793520438,301.87511419611354,283.6274870076026,-240.5771536574278,293.2624229922029,156.55069796206018,-120.42486604004998,282.8391064642957,-165.1060738779965,84.39555108757958,195.08223314193748,-131.29569318728562
42,-29.61975199736044,-167.93917018951996,106.03042803927259,40.24127734405984,-5.273114257171132,167.08076983243805,324.18333028727,324.73765667823267,315.98260290144265,-207.9499716369413,102.49416248559935,-32.61804526075802,-141.58893982654277,345.5806997315509,-239.39600930012557,64.25080060904465,251.64173066560724,-169.52969587308513
43,-0.1577799659674524,-158.1915649649997,86.4011652996673,45.77050739010736,-1.8778571048011883,160.17113734901426,284.84943853558354,287.4957551635185,270.8874936327824,-350.58238574018304,293.9519574129364,-21.27384880691628,-112.85633146963703,278.46100980264316,-199.57077760917323,68.33685374416869,213.40403753237027,-156.5667739573006
44,5.002872502530259,-82.75912157145721,59.58807434204515,30.226765828638708,7.094946381281942,95.39177408574315,383.2536233563261,173.33186589996302,152.60414748110216,-113.15700061136201,181.25856581208907,0.8960066385180573,-60.00501305864592,164.54705715227894,-114.83684603323036,50.65230691362329,128.2891768954391,-86.16205430282727
45,5.527924497397989,-81.50438671793101,59.20701430972533,149.4892556882805,4.077565723321146,118.3689590495284,165.53678259071714,157.63955773471415,158.43578415443284,-107.42824605778937,97.12842894600244,-21.147523117964226,-83.7541316091172,195.50631590192907,-133.27308425410266,78.14688508442728,-10.406425224692347,-121.64759339536431
46,2.1998339439833883,-86.97602163544094,69.81854019626911,125.21175418643922,7.656836028330837,128.30635770364395,188.0480829022229,181.5950221334841,181.51628421271366,-117.24484277585205,115.13578478344579,9.653951461775943,-92.21565742351805,215.1531921003962,-141.34914913022294,92.07117587271411,4.513451902490112,-128.54198829906142
47,-1.5781624119969513,-203.2840152649775,126.682813937188,11.916737338337992,-2.129359549761112,157.8297803020428,334.0695688718837,354.13783900768016,403.7744800906036,-252.94556626616858,391.06867755776534,-105.09269978156131,-170.77453128271497,388.03357507465927,-222.2747297469549,44.318211019430315,256.3518827550035,-177.40300115319425
48,-3.8261597833760943,-112.20043053522689,67.49050655547826,59.99003484117799,2.8273970086873614,131.16625755824563,208.29428681338408,203.21243888797432,193.9788061938941,-146.32465540897715,126.8097881549372,-22.457231118216598,-88.74062226301163,216.4733398825513,-153.09509689568475,71.9024325983585,358.04215294062084,-129.9099011933992
49,-12.29817020379496,-49.29699650681495,50.29812289210975,22.02752795506755,2.914556388949154,50.70765175737358,126.83017203967225,297.2764077980443,103.98871573986963,-96.03007857657217,126.60950176104274,34.77527866402724,-59.33231788532452,140.71263707296453,-103.42393523892436,48.33424193211817,89.53015842510777,-78.52519875750107
