,chatgpt-4o-latest / gpt-5,chatgpt-4o-latest / gpt-5.2-pro,chatgpt-4o-latest / gpt-5.1-chat-latest,chatgpt-4o-latest / gpt-5.2-chat-latest,chatgpt-4o-latest / gpt-5-mini,chatgpt-4o-latest / gpt-5-nano,gpt-5 / gpt-5.2-pro,gpt-5 / gpt-5.1-chat-latest,gpt-5 / gpt-5.2-chat-latest,gpt-5 / gpt-5-mini,gpt-5 / gpt-5-nano,gpt-5.2-pro / gpt-5.1-chat-latest,gpt-5.2-pro / gpt-5.2-chat-latest,gpt-5.2-pro / gpt-5-mini,gpt-5.2-pro / gpt-5-nano,gpt-5.1-chat-latest / gpt-5.2-chat-latest,gpt-5.1-chat-latest / gpt-5-mini,gpt-5.1-chat-latest / gpt-5-nano,gpt-5.2-chat-latest / gpt-5-mini,gpt-5.2-chat-latest / gpt-5-nano,gpt-5-mini / gpt-5-nano,min,max,1ÇÃå¬êî
111,0.031141869,1.11E-16,0.61514802,0.000384468,1.11E-16,0.034986544,0.031141869,0.784698193,0.034986544,0.031141869,0.000384468,0.61514802,0.000384468,1.11E-16,0.034986544,0.615532488,0.61514802,0.803921569,0.000384468,0.038831219,0.034986544,1.11E-16,0.803921569,0
113,1.11E-16,0.031141869,1.11E-16,0.031141869,0.034986544,0.034986544,0.031141869,1.11E-16,0.031141869,0.034986544,0.034986544,0.031141869,1.11E-16,0.000384468,0.000384468,0.031141869,0.034986544,0.034986544,0.000384468,0.000384468,0.000384468,1.11E-16,0.034986544,0
114,0.038831219,0.976931949,0.038831219,0.976931949,0.784698193,0.807766244,0.788542868,0.031141869,0.961553249,0.980776624,0.999615532,0.961553249,0.615532488,0.961168781,1,0.996155325,0.980776624,0.996155325,0.788542868,0.980776624,0.038831219,0.031141869,1,1
115,0.61514802,1,1.11E-16,0.038446751,0.034986544,0.038446751,1,0.61514802,0.807381776,0.803921569,0.807381776,1,0.807766244,0.980776624,0.807766244,0.038446751,0.034986544,0.038446751,0.031141869,0,0.031141869,0,1,3
116,0.000384468,0.000384468,0.000384468,0.000384468,0,0.61514802,0.000384468,1.11E-16,0.000384468,0.000384468,0.615532488,0.000384468,0.000384468,0.000384468,0.615532488,0.000384468,0.000384468,0.615532488,0.000384468,0.615532488,0.61514802,0,0.615532488,0
117,1,1,1,1,0.807766244,1,0.923106498,1.11E-16,1.11E-16,0.961553249,0.784698193,0.923106498,0.923106498,0.038446751,0.61514802,1.11E-16,0.961553249,0.784698193,0.961553249,0.784698193,0.807381776,1.11E-16,1,5
118,0.807766244,0.807766244,0.807766244,0.807766244,0.788542868,0.996155325,1.11E-16,0.996155325,0.031141869,0.038831219,1,0.996155325,0.031141869,0.038831219,1,0.999615532,0.996155325,0.038831219,0.038831219,1,1,1.11E-16,1,3
119,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0.615532488,0,0,0.000384468,0,0.615532488,0,0.000384468,0,0.615532488,0.000384468,0,0.615532488,0.000384468,0.615532488,0.615532488,0,0.615532488,0
120,0.976931949,0.980776624,0.996155325,0.961553249,0.038446751,0.996155325,0.807766244,0.942329873,0.61514802,0.784698193,0.942329873,0.615532488,0.038831219,0.980776624,0.615532488,0.803921569,0.99231065,0,0.923106498,0.803921569,0.99231065,0,0.996155325,0
121,0.034986544,0.034986544,0.000384468,0.038831219,0.803921569,0.996155325,0.000384468,0.038831219,0.034986544,0.807766244,0.980776624,0.038831219,0.038831219,0.807766244,1,0.038446751,0.784698193,0.996155325,0.788542868,0.807766244,0.999615532,0.000384468,1,1
122,0.018867857,0.622409352,0.018867857,0.943417985,0.018867857,0.792532611,0.615532488,0,0.961553249,0,0.788542868,0.615532488,0.788542868,0.615532488,0.034986544,0.961553249,0,0.788542868,0.961553249,0.807766244,0.788542868,0,0.961553249,0
123,0.000384468,0.615532488,0.000384468,0.615532488,0.000384468,0.038831219,0.61514802,0,0.61514802,0,0.034986544,0.61514802,1.11E-16,0.61514802,0.803921569,0.61514802,0,0.034986544,0.61514802,0.803921569,0.034986544,0,0.803921569,0
124,0.038831219,0.807766244,0.615532488,0.038831219,0.038831219,0.000384468,0.996155325,0.803921569,0.034986544,0.034986544,0.038446751,0.038446751,0.961168781,0.961168781,0.807766244,0.807381776,0.807381776,0.615532488,0,0.038831219,0.038831219,0,0.996155325,0
125,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0.807766244,0.000384468,0,0.000384468,0.000384468,0.807766244,0.000384468,0,0.000384468,0.807381776,0.000384468,0.000384468,0.807766244,0.000384468,0.807381776,0.807766244,0,0.807766244,0
126,0.000384468,0.000384468,0,0.000384468,0.034986544,1,0.000384468,0.000384468,0.000384468,0.034986544,1,0.000384468,0,0.031141869,1,0.000384468,0.034986544,1,0.031141869,1,1,0,1,5
127,0.031141869,0.615532488,1.11E-16,0.61514802,0.000384468,0.038446751,0.788542868,0.031141869,0.784698193,0.034986544,0.034986544,0.615532488,0.000384468,0.615532488,0.807766244,0.61514802,0.000384468,0.038446751,0.615532488,0.807381776,0.038831219,1.11E-16,0.807766244,0
128,0.807766244,0.038831219,0.038831219,0.038446751,0.996155325,0.980776624,0.807766244,0.61514802,0.807766244,0.980776624,1,0.038831219,0.000384468,0.996155325,0.99231065,0.038831219,0.980776624,1,0.99231065,0.976931949,0.807381776,0.000384468,1,2
129,0.000384468,0.961553249,0.942329873,0.942329873,0.807766244,0.942329873,0.961168781,0.961168781,0.961553249,0.807381776,0.961168781,0.961168781,0.942329873,0.038446751,0.961168781,0.000384468,0.999615532,0,0.980776624,0.000384468,0.999615532,0,0.999615532,0
131,0.038831219,0.031141869,0.038831219,0.034986544,0.038831219,0.038831219,0.038831219,1.11E-16,0.038831219,0.034986544,1.11E-16,0.038831219,0.038446751,0.038831219,0.038831219,0.038831219,0.034986544,1.11E-16,0.000384468,0.038831219,0.034986544,1.11E-16,0.038831219,0
132,0.000384468,0.034986544,0.034986544,0.000384468,0.000384468,0.000384468,0.031141869,0.034986544,1.11E-16,0.000384468,0.000384468,0.038446751,0.031141869,0.034986544,0.034986544,0.034986544,0.034986544,0.034986544,0.000384468,0.000384468,0,1.11E-16,0.038446751,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0.031141869,0.980776624,0.961553249,0.996155325,0.999615532,0.999615532,0.807766244,0.788542868,0.961553249,0.996155325,0.996155325,0.000384468,0.615532488,0.788542868,0.980776624,0.615532488,0.788542868,0.980776624,0.034986544,0.976931949,0.961168781,0.000384468,0.999615532,0
135,0.61514802,0.61514802,0,0.61514802,0.034986544,1,0,0.61514802,0,0.788542868,1,0.61514802,0,0.788542868,1,0.61514802,0.034986544,1,0.788542868,1,1,0,1,5
136,0.000384468,0.807381776,0,0.038446751,0.807766244,0.038831219,0.788542868,0.000384468,0.034986544,0.788542868,0.034986544,0.807381776,0.61514802,0.000384468,0.615532488,0.038446751,0.807766244,0.038831219,0.615532488,0.000384468,0.615532488,0,0.807766244,0
137,0.615532488,0.000384468,0.000384468,0.000384468,0.615532488,1,0.615532488,0.615532488,0.61514802,0.000384468,1,0.000384468,0.000384468,0.615532488,0.996155325,0.000384468,0.615532488,1,0.615532488,1,1,0.000384468,1,4
139,0.615532488,1.11E-16,0.000384468,1.11E-16,0.000384468,0.807766244,0.615532488,0.61514802,0.615532488,0.61514802,0.038831219,0.000384468,1.11E-16,0.000384468,0.807766244,0.000384468,1.11E-16,0.807766244,0.000384468,0.807766244,0.807766244,1.11E-16,0.807766244,0
141,0.031141869,0.031141869,0.031141869,0.788542868,0.784698193,0.038831219,0,0,0.615532488,0.61514802,0.038831219,0,0.615532488,0.61514802,0.038831219,0.615532488,0.61514802,0.038831219,0.000384468,0.803921569,0.807766244,0,0.803921569,0
142,0.000384468,0.000384468,0.942329873,0,0.000384468,0,1.11E-16,0.923106498,0.000384468,1.11E-16,0.000384468,0.923106498,0.000384468,1.11E-16,0.000384468,0.942329873,0.923106498,0.942329873,0.000384468,0,0.000384468,0,0.942329873,0
143,0.000384468,0.784698193,0.031141869,0.784698193,0.61514802,0.000384468,0.803921569,0.034986544,0.803921569,0.615532488,0,0.61514802,0,0.923106498,0.803921569,0.61514802,0.784698193,0.034986544,0.923106498,0.803921569,0.615532488,0,0.923106498,0
144,0.034986544,0.000384468,0.034986544,0.034986544,0.000384468,1,0.031141869,0,0,0.031141869,0.961553249,0.031141869,0.031141869,0,0.996155325,0,0.031141869,0.961553249,0.031141869,0.961553249,0.996155325,0,1,1
145,0.031141869,0.000384468,0.000384468,0.038446751,1.11E-16,0.031141869,0.034986544,0.034986544,0.034986544,0.031141869,1.11E-16,0.000384468,0.034986544,0.000384468,0.034986544,0.038831219,0.000384468,0.034986544,0.038446751,0.034986544,0.031141869,1.11E-16,0.038831219,0
146,0.034986544,0.034986544,0,0.034986544,0.000384468,0.038831219,0,0.034986544,0.038831219,0.038831219,0.038831219,0.034986544,0.038831219,0.038831219,0.038831219,0.034986544,0.000384468,0.038831219,0.034986544,0.034986544,0.034986544,0,0.038831219,0
147,0.976931949,0.803921569,0.942329873,0.803921569,0.99231065,0.99231065,0.788542868,0.034986544,0.788542868,0.807381776,0.807381776,0.615532488,0.000384468,0.942329873,0.942329873,0.61514802,0.784698193,0.803921569,0.923106498,0.942329873,0.961168781,0.000384468,0.99231065,0
148,0.615532488,0.000384468,0.61514802,0.996155325,0,0.976931949,0.615532488,0.000384468,0.999615532,0.615532488,0.980776624,0.615532488,0.980776624,0.000384468,0.99231065,0.996155325,0.61514802,0.961553249,0.996155325,0.615532488,0.976931949,0,0.999615532,0
149,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0.038831219,0.000384468,0.000384468,0.000384468,0.000384468,0.034986544,1.11E-16,1.11E-16,1.11E-16,0.038446751,1.11E-16,1.11E-16,0.038446751,1.11E-16,0.038446751,0.038446751,1.11E-16,0.038831219,0
150,1,0.034986544,0.807766244,0.034986544,0.034986544,0.980776624,0.996155325,0.038446751,0.996155325,1,1,0.807766244,0,0.000384468,0.807766244,0.807766244,0.807766244,1,0.000384468,0.807766244,0.807381776,0,1,4
151,0.034986544,0.034986544,0.034986544,0.034986544,0.038831219,0.038831219,0,0,0,0.000384468,0.000384468,0,0,0.000384468,0.000384468,0,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0,0.038831219,0
152,0,0.000384468,0.000384468,0,0,0.807766244,0.000384468,0.000384468,0,0,0.807766244,0.000384468,0.000384468,0.000384468,0.807766244,0.000384468,0.000384468,0.803921569,0,0.807766244,0.807766244,0,0.807766244,0
153,0.034986544,1,0.038831219,0.999615532,0.807766244,1,1,0.034986544,0.961553249,0.807766244,1,1,0.038831219,0.038831219,1,0.996155325,0.807766244,1,0.038831219,1,1,0.034986544,1,8
154,0,0.038446751,0.034986544,0.031141869,0.615532488,0.999615532,0.038446751,0.034986544,0.031141869,0.615532488,0.999615532,0.038831219,0.034986544,0.803921569,0.999615532,0.038446751,0.788542868,1,0.788542868,0.996155325,1,0,1,1
155,0.000384468,0,0,0.034986544,0.61514802,0.807766244,0.000384468,0.000384468,0.031141869,0.615532488,0.807766244,0,0.034986544,0.61514802,0.807766244,0.034986544,0.61514802,0.807766244,0.788542868,0.980776624,0.038831219,0,0.980776624,0
156,0.615532488,0.807766244,0.615532488,0.038831219,0.615532488,0.807766244,0.942329873,0.000384468,0.803921569,0,0.942329873,0.961168781,0.61514802,0.942329873,0,0.807381776,0.000384468,0.961168781,0.803921569,0.61514802,0.942329873,0,0.961168781,0
157,0.034986544,0.034986544,0.807766244,0.031141869,0.034986544,0.942329873,0.000384468,0.788542868,0.000384468,0.000384468,0.961553249,0.807766244,0.000384468,0.000384468,0.980776624,0.807766244,0.807381776,0.034986544,0.000384468,0.976931949,0.980776624,0.000384468,0.980776624,0
158,0.615532488,0.61514802,0,0.000384468,0.038831219,0.038831219,0.000384468,0.615532488,0.615532488,0.807381776,0.807766244,0.61514802,0.615532488,0.807766244,0.807766244,0.000384468,0.038831219,0.038831219,0.034986544,0.038446751,0.034986544,0,0.807766244,0
159,1,0.803921569,0.615532488,1,0.038446751,1,0.038831219,0.980776624,0.034986544,0.807766244,0.980776624,0.923106498,0.038831219,0.615532488,0.980776624,0.980776624,0.803921569,0.999615532,0.807766244,0.980776624,0.996155325,0.034986544,1,3
160,0.034986544,0.034986544,0.034986544,0.034986544,0.034986544,0.034986544,0.000384468,0,0.000384468,0,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0,0.000384468,0.000384468,0.000384468,0.000384468,0,0.034986544,0
161,0.788542868,0.615532488,0.000384468,0.615532488,0.000384468,0.000384468,0.031141869,0.784698193,0.031141869,0.784698193,0.784698193,0.61514802,0,0.61514802,0.61514802,0.61514802,1.11E-16,1.11E-16,0.61514802,0.61514802,1.11E-16,0,0.788542868,0
163,0.803921569,0.961553249,0.980776624,0.034986544,0.788542868,0.980776624,0.807766244,0.807766244,0.961553249,0.807766244,1,0.038831219,0.788542868,0.034986544,0.961168781,0.807766244,0.038446751,1,0.615532488,0.980776624,0.996155325,0.034986544,1,2
164,0.034986544,1.11E-16,0.031141869,0.61514802,1.11E-16,0.034986544,0.034986544,0.000384468,0.803921569,0.034986544,0.034986544,0.031141869,0.61514802,1.11E-16,0.034986544,0.784698193,0.031141869,0.038446751,0.61514802,0.788542868,0.034986544,1.11E-16,0.803921569,0
165,0.038831219,0.807766244,0.038831219,0.807766244,0.000384468,0.038831219,0.61514802,1.11E-16,0.615532488,0.034986544,1.11E-16,0.61514802,0.000384468,0.788542868,0.61514802,0.615532488,0.034986544,1.11E-16,0.788542868,0.615532488,0.034986544,1.11E-16,0.807766244,0
166,1.11E-16,0.807381776,1.11E-16,0.615532488,0.807766244,0.807766244,0.807381776,1.11E-16,0.615532488,0.807766244,0.807766244,0.807381776,0.034986544,0.000384468,0.000384468,0.615532488,0.807766244,0.807766244,0.034986544,0.034986544,0.000384468,1.11E-16,0.807766244,0
167,0.000384468,0.034986544,0,0.034986544,0.000384468,0.961553249,0.034986544,0.000384468,0.034986544,0.000384468,0.961553249,0.034986544,1.11E-16,0.031141869,0.803921569,0.034986544,0.000384468,0.961553249,0.031141869,0.803921569,0.942329873,0,0.961553249,0
168,0.038831219,0.000384468,0.000384468,0.034986544,0.807766244,0.807766244,0.038446751,0.038446751,0.034986544,0.807766244,0.996155325,0,0.031141869,0.807766244,0.807766244,0.031141869,0.807766244,0.807766244,0.807766244,0.980776624,1,0,0.996155325,0
169,0.980776624,0.999615532,0.961553249,0.999615532,1,0.807381776,0.000384468,0.807381776,0.038831219,0.000384468,0.034986544,0.788542868,0.038446751,0.000384468,0.038446751,0.788542868,0.807766244,0.784698193,0.038831219,0.038446751,0.038831219,0.000384468,1,1
170,0.034986544,0.000384468,0,0.000384468,0.034986544,0.996155325,0.031141869,0.034986544,0.031141869,0,1,0.000384468,0,0.031141869,1,0.000384468,0.034986544,0.996155325,0.031141869,1,1,0,1,3
171,0.038446751,0.976931949,0.031141869,0.976931949,0.807381776,0.99231065,0.784698193,0.034986544,0.976931949,0.807381776,0.996155325,0.942329873,0.961168781,0.99231065,0.961553249,0.942329873,0.803921569,0.961168781,0.031141869,0.000384468,0.034986544,0.000384468,0.996155325,0
172,0.000384468,0.000384468,0.038831219,0.038831219,0.034986544,0.807766244,0.000384468,0.038446751,0.038831219,0.038831219,0.807381776,0.034986544,0.038446751,0.038831219,0.807766244,0.034986544,0.038831219,0.807381776,0.034986544,0.615532488,0.788542868,0.000384468,0.807766244,0
173,0.807766244,0.807766244,0.807766244,0.784698193,0.807766244,0.807766244,0.034986544,0.000384468,0.038831219,0.038446751,0.000384468,0.034986544,0.038831219,0.000384468,0.031141869,0.038831219,0.038831219,0.000384468,0.038831219,0.038831219,0.034986544,0.000384468,0.807766244,0
174,0.000384468,0.000384468,0.000384468,0.000384468,0,0.615532488,0,0.000384468,0,0.000384468,0.61514802,0.000384468,0,0.000384468,0.61514802,0.000384468,0.000384468,0.615532488,0.000384468,0.61514802,0.615532488,0,0.615532488,0
175,0.61514802,0.784698193,1.11E-16,0.031141869,0.031141869,0.942329873,0.923106498,0.61514802,0.784698193,0.784698193,0.788542868,0.784698193,0.61514802,0.61514802,0.034986544,0.031141869,0.031141869,0.942329873,1.11E-16,0.803921569,0.803921569,1.11E-16,0.942329873,0
176,0.038831219,0.038831219,0.038831219,0.038831219,0.807766244,1,0.000384468,0.038831219,0.038831219,0.807766244,1,0.034986544,0.034986544,0.807381776,0.996155325,0.000384468,0.784698193,0.942329873,0.803921569,0.961553249,0.034986544,0.000384468,1,2
177,0.615532488,0.034986544,0.000384468,0.000384468,0.000384468,0.980776624,0.784698193,0.61514802,0.61514802,0.61514802,1,0.031141869,0.031141869,0.031141869,1,0,0,1,0,1,1,0,1,4
178,0.049597999,0.049597999,0.052992292,0.019049364,0.019426507,0.049597999,1.11E-16,0.000384468,0.031141869,0.038831219,1.11E-16,0.000384468,0.031141869,0.038831219,1.11E-16,0.034986544,0.038831219,0.000384468,0.038831219,0.031141869,0.038831219,1.11E-16,0.052992292,0
179,0,0,0,0,0,0.807381776,0,0,0,0,0.807381776,0,0,0,0.807381776,0,0,0.807381776,0,0.807381776,0.807381776,0,0.807381776,0
180,0.784698193,0.784698193,0,0.923106498,0.784698193,0.923106498,0,0.784698193,0.031141869,0,0.031141869,0.784698193,0.031141869,0,0.031141869,0.923106498,0.784698193,0.923106498,0.031141869,0,0.031141869,0,0.923106498,0
181,0.807766244,0.807381776,0.038831219,0.038831219,0.038446751,1,0.000384468,0.615532488,0.61514802,0.615532488,1,0.615532488,0.615532488,0.61514802,1,0.000384468,0.000384468,1,0.000384468,1,1,0.000384468,1,5
182,0.807766244,0.942329873,0.000384468,0.942329873,0.034986544,0.942329873,0.615532488,0.803921569,0.615532488,0.942329873,0.807766244,0.923106498,1.11E-16,0.784698193,0.961168781,0.923106498,0.031141869,0.942329873,0.784698193,0.961168781,0.976931949,1.11E-16,0.961168781,0
183,0.976931949,0.038831219,0.807381776,0.038446751,0.031141869,0.038831219,0.788542868,0.031141869,0.784698193,0.942329873,0.788542868,0.615532488,0.000384468,0.038831219,0.000384468,0.61514802,0.803921569,0.615532488,0.034986544,0.000384468,0.038831219,0.000384468,0.976931949,0
184,0.615532488,0.000384468,0.615532488,0.000384468,0.000384468,0.807766244,0.61514802,1.11E-16,0.61514802,0.61514802,0.038831219,0.61514802,0,0,0.807766244,0.61514802,0.61514802,0.038831219,0,0.807766244,0.807766244,0,0.807766244,0
185,0.942329873,0.976931949,0.976931949,0.942329873,0.784698193,0.980776624,0.031141869,0.031141869,0,0.034986544,0.034986544,0,0.031141869,0.038446751,0.000384468,0.031141869,0.038446751,0.000384468,0.034986544,0.034986544,0.038831219,0,0.980776624,0
186,0.038446751,0.000384468,0,0.000384468,0.034986544,1,0.034986544,0.038446751,0.038831219,0.000384468,1,0.000384468,0.000384468,0.031141869,1,0.000384468,0.034986544,1,0.034986544,1,1,0,1,5
187,0.038831219,0.034986544,0.034986544,0.031141869,0.038831219,1,0.000384468,0.000384468,0.038831219,0.000384468,0.999615532,1.11E-16,0.038446751,0.000384468,1,0.038446751,0.000384468,1,0.038831219,1,0.996155325,1.11E-16,1,4
188,0.038831219,0.034986544,0.038446751,0.038446751,0.000384468,0.034986544,0.034986544,0.000384468,0.000384468,0.034986544,0.034986544,0.031141869,0.031141869,0.038446751,0,0,0.034986544,0.031141869,0.034986544,0.031141869,0.038446751,0,0.038831219,0
189,0.803921569,0.996155325,0.996155325,0.996155325,0.615532488,0.976931949,0.961168781,0.976931949,0.961553249,0.038831219,0.961553249,0.996155325,0.000384468,1,0.000384468,0.980776624,0.961553249,1,0.999615532,0.000384468,0.996155325,0.000384468,1,2
190,0.034986544,1.11E-16,0.034986544,1.11E-16,0.031141869,0.615532488,0.034986544,0,0.034986544,0.038446751,0.788542868,0.034986544,1.11E-16,0.031141869,0.615532488,0.034986544,0.038446751,0.788542868,0.031141869,0.615532488,0.788542868,0,0.788542868,0
191,0.980776624,0.980776624,0.980776624,0.980776624,0.976931949,0.980776624,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0,0,0.000384468,0.000384468,0,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0,0.980776624,0
192,0,0,0.034986544,0,0.031141869,0.034986544,0,0.034986544,0,0.031141869,0.034986544,0.034986544,0,0.031141869,0.034986544,0.034986544,0.000384468,0.034986544,0.031141869,0.034986544,0.038446751,0,0.034986544,0
193,0.038831219,0.034986544,0.038831219,0.034986544,0.038831219,0.038831219,0.034986544,0.000384468,0.034986544,0.031141869,0.038446751,0.038831219,0,0.000384468,0.034986544,0.038831219,0.034986544,0.038831219,0.000384468,0.034986544,0.034986544,0,0.038831219,0
194,0.038831219,1,0.807766244,0.034986544,0.807766244,0.999615532,1,0.61514802,0.034986544,0.807766244,0.942329873,1,1,0.038446751,1,0.788542868,0.961553249,0.788542868,0.807766244,0.99231065,1,0.034986544,1,5
